,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Player_name,Role,Total_runs,Strike_rate,Total_balls_faced,Total_wickets_taken,Total_runs_conceded,Total_overs_bowled,Total_matches_played,Matches_played_as_batter,Matches_played_as_bowler,Matches_won,Matches_lost,Player_of_match_awards,Team,Average
15,15,15,15,27,SPD Smith,Batter,5549,85.38236652,6499,29,985,1081,543,543,0,381,162,11,Australia,191.3448276
16,16,16,16,28,F du Plessis,Batter,5445,86.59351145,6288,2,191,197,470,470,0,290,180,9,South Africa,2722.5
17,17,17,17,29,SR Watson,Batter,5357,90.04874769,5949,162,4780,5690,544,544,0,381,163,15,Australia,33.06790123
18,18,18,18,30,IR Bell,Batter,5289,75.58953837,6997,6,89,92,518,518,0,295,223,9,England,881.5
19,19,19,19,31,AJ Finch,Batter,5188,84.56397718,6135,5,259,287,544,544,0,381,163,7,Australia,1037.6
20,20,20,20,33,BRM Taylor,Batter,5130,74.03665753,6929,4,279,262,277,277,0,66,211,4,Zimbabwe,1282.5
21,21,21,21,34,Mahmudullah,Batter,5127,75.45253863,6795,83,3605,4086,345,345,0,134,211,4,Bangladesh,61.77108434
22,22,22,22,35,MEK Hussey,Batter,5076,84.43113772,6012,4,237,249,545,545,0,381,164,11,Australia,1269.0
23,23,23,23,39,JP Duminy,Batter,4928,82.32542599,5986,74,3094,3460,470,470,0,290,180,7,South Africa,66.59459459
24,24,24,24,40,Younis Khan,Batter,4777,74.51255654,6411,1,217,222,469,469,0,227,242,10,Pakistan,4777.0
25,25,25,25,43,ST Jayasuriya,Batter,4402,92.13059858,4778,105,3194,4004,510,510,0,237,273,14,Sri Lanka,41.92380952
26,26,26,26,46,MN Samuels,Batter,4205,74.37212593,5654,66,2952,3692,426,426,0,165,261,12,West Indies,63.71212121
27,27,27,27,47,KP Pietersen,Batter,4202,84.20841683,4990,8,368,403,518,518,0,295,223,9,England,525.25
28,28,28,28,48,PD Collingwood,Batter,4132,75.1682736,5497,96,3444,4250,518,518,0,295,223,10,England,43.04166667
29,29,29,29,51,H Masakadza,Batter,3955,70.04959263,5646,22,1174,1249,277,277,0,66,211,3,Zimbabwe,179.7727273
30,30,30,30,58,RR Sarwan,Batter,3717,72.27299242,5143,16,393,383,427,427,0,165,262,6,West Indies,232.3125
31,31,31,31,61,GJ Maxwell,Batter,3655,120.5872649,3031,78,3441,3812,544,544,0,381,163,11,Australia,46.85897436
32,32,32,32,63,MM Lanning,Batter,3555,89.20953576,3985,1,44,45,527,527,0,367,160,11,Australia,3555.0
33,33,33,33,64,S Mandhana,Batter,3526,87.99600699,4007,1,36,24,578,578,0,359,219,11,India,3526.0
34,34,34,34,65,Fakhar Zaman,Batter,3434,92.28701962,3721,1,112,135,461,461,0,222,239,9,Pakistan,3434.0
35,35,35,35,66,EA Perry,Batter,3356,78.22843823,4290,83,2352,3198,533,533,0,372,161,16,Australia,40.43373494
36,36,36,36,67,PR Stirling,Batter,3338,85.3490156,3911,26,1227,1485,164,164,0,60,104,7,Ireland,128.3846154
37,37,37,37,68,E Chigumbura,Batter,3266,77.11924439,4235,88,3551,3753,277,277,0,66,211,6,Zimbabwe,37.11363636
38,38,38,38,69,SW Bates,Batter,3245,75.85320243,4278,25,1098,1326,433,433,0,225,208,6,New Zealand,129.8
39,39,39,39,71,HDRL Thirimanne,Batter,3164,71.19711971,4444,3,94,107,506,506,0,236,270,2,Sri Lanka,1054.666667
40,40,40,40,72,HC Knight,Batter,3158,75.10107015,4205,48,1020,1392,507,507,0,291,216,8,England,65.79166667
41,41,41,41,80,AE Satterthwaite,Batter,2895,80.01658375,3618,29,839,1060,433,433,0,225,208,5,New Zealand,99.82758621
42,42,42,42,83,IJL Trott,Batter,2819,75.53590568,3732,3,174,185,505,505,0,289,216,3,England,939.6666667
43,43,43,43,84,SFM Devine,Batter,2796,87.53913588,3194,55,1914,2489,433,433,0,225,208,8,New Zealand,50.83636364
44,44,44,44,85,Mohammad Yousuf,Batter,2783,74.39187383,3741,1,0,1,458,458,0,221,237,2,Pakistan,2783.0
45,45,45,45,87,MR Marsh,Batter,2762,93.53200135,2953,57,2047,2257,543,543,0,381,162,8,Australia,48.45614035
46,46,46,46,89,DJ Bravo,Batter,2760,78.72219053,3506,193,5330,6052,427,427,0,165,262,9,West Indies,14.30051813
47,47,47,47,90,AC Jayangani,Batter,2760,77.98813224,3539,34,1295,1421,497,497,0,231,266,8,Sri Lanka,81.17647059
48,48,48,48,93,RS Bopara,Batter,2689,76.39204545,3520,41,1546,1858,509,509,0,291,218,5,England,65.58536585
49,49,49,49,95,TM Head,Batter,2645,102.202473,2588,25,1062,1117,543,543,0,381,162,7,Australia,105.8
50,50,50,50,98,KA Pollard,Batter,2608,90.64998262,2877,59,2086,2226,429,429,0,165,264,4,West Indies,44.20338983
51,51,51,51,99,Ahmed Shehzad,Batter,2555,70.52166713,3623,2,140,116,466,466,0,225,241,6,Pakistan,1277.5
52,52,52,52,100,L Lee,Batter,2516,82.6544021,3044,2,56,86,471,471,0,290,181,6,South Africa,1258.0
53,53,53,53,101,A Balbirnie,Batter,2438,74.21613394,3285,1,31,24,163,163,0,59,104,4,Ireland,2438.0
54,54,54,54,103,SC Ganguly,Batter,2409,70.25371829,3429,22,864,1015,573,573,0,356,217,5,India,109.5
55,55,55,55,105,HE van der Dussen,Batter,2388,85.10334996,2806,1,3,6,472,472,0,291,181,3,South Africa,2388.0
56,56,56,56,108,Abdul Razzaq,Batter,2327,86.53774637,2689,110,3694,4518,464,464,0,224,240,9,Pakistan,21.15454545
57,57,57,57,109,HK Matthews,Batter,2327,75.16149871,3096,83,2210,3025,428,428,0,165,263,10,West Indies,28.03614458
58,58,58,58,110,RD Berrington,Batter,2292,74.36729396,3082,15,647,762,101,101,0,54,47,4,Scotland,152.8
59,59,59,59,112,KJ Coetzer,Batter,2280,80.67940552,2826,1,132,169,101,101,0,54,47,3,Scotland,2280.0
60,60,60,60,113,MM Ali,Batter,2278,94.21009098,2418,119,5303,5935,519,519,0,295,224,5,England,19.14285714
61,61,61,61,116,DR Martyn,Batter,2239,75.38720539,2970,1,78,90,540,540,0,378,162,5,Australia,2239.0
62,62,62,62,117,M du Preez,Batter,2223,69.59924859,3194,1,22,18,471,471,0,290,181,7,South Africa,2223.0
63,63,63,63,118,M Kapp,Batter,2195,85.30897785,2573,133,3154,4729,471,471,0,290,181,8,South Africa,16.5037594
64,64,64,64,121,JO Holder,Batter,2144,88.19415878,2431,162,5712,6205,429,429,0,165,264,5,West Indies,13.2345679
65,65,65,65,123,V Sibanda,Batter,2125,61.29218344,3467,4,267,276,276,276,0,66,210,2,Zimbabwe,531.25
66,66,66,66,125,A Flintoff,Batter,2096,88.58833474,2366,132,2682,3784,509,509,0,291,218,9,England,15.87878788
67,67,67,67,126,S Luus,Batter,2080,65.28562461,3186,84,2006,2630,471,471,0,290,181,3,South Africa,24.76190476
68,68,68,68,129,CL White,Batter,2053,79.48122338,2583,11,331,318,539,539,0,377,162,3,Australia,186.6363636
69,69,69,69,130,Soumya Sarkar,Batter,2044,95.29137529,2145,20,545,543,336,336,0,132,204,5,Bangladesh,102.2
70,70,70,70,131,CS MacLeod,Batter,2015,78.40466926,2570,8,635,774,101,101,0,54,47,5,Scotland,251.875
71,71,71,71,132,ME Trescothick,Batter,1997,80.52419355,2480,2,149,155,518,518,0,295,223,4,England,998.5
72,72,72,72,133,KJ O'Brien,Batter,1990,92.51510925,2151,60,2221,2392,164,164,0,60,104,4,Ireland,33.16666667
73,73,73,73,134,CJ Chibhabha,Batter,1987,63.48242812,3130,30,1379,1417,275,275,0,66,209,1,Zimbabwe,66.23333333
74,74,74,74,138,RL Haynes,Batter,1966,79.11468813,2485,2,34,24,527,527,0,367,160,5,Australia,983.0
75,75,75,75,139,LMP Simmons,Batter,1958,71.43378329,2741,1,172,163,426,426,0,165,261,2,West Indies,1958.0
76,76,76,76,140,Bismah Maroof,Batter,1938,63.27130264,3063,12,498,666,459,459,0,221,238,2,Pakistan,161.5
77,77,77,77,144,AC Kerr,Batter,1854,74.96967246,2473,97,2891,3719,433,433,0,225,208,3,New Zealand,19.11340206
78,78,78,78,145,DJG Sammy,Batter,1853,96.20976116,1926,87,3842,4891,427,427,0,165,262,5,West Indies,21.29885057
79,79,79,79,148,N Pooran,Batter,1829,95.60899111,1913,6,174,178,429,429,0,165,264,1,West Indies,304.8333333
80,80,80,80,149,KIC Asalanka,Batter,1810,86.60287081,2090,16,388,486,495,495,0,230,265,3,Sri Lanka,113.125
81,81,81,81,151,MG Erasmus,Batter,1810,78.42287695,2308,34,921,1286,55,55,0,26,29,5,Namibia,53.23529412
82,82,82,82,152,Azhar Ali,Batter,1806,72.88135593,2478,4,262,264,468,468,0,227,241,1,Pakistan,451.5
83,83,83,83,155,A Vala,Batter,1783,68.73554356,2594,47,1320,2017,63,63,0,12,51,1,Papua New Guinea,37.93617021
84,84,84,84,156,M Labuschagne,Batter,1764,82.81690141,2130,6,284,254,543,543,0,381,162,2,Australia,294.0
85,85,85,85,157,HH Pandya,Batter,1762,107.7017115,1636,81,2919,3218,572,572,0,355,217,4,India,21.75308642
86,86,86,86,159,Haris Sohail,Batter,1709,85.02487562,2010,13,593,613,468,468,0,227,241,2,Pakistan,131.4615385
87,87,87,87,161,MP O'Dowd,Batter,1682,68.90618599,2441,1,129,127,90,90,0,29,61,4,Netherlands,1682.0
88,88,88,88,162,DN Wyatt,Batter,1680,90.76175041,1851,14,447,537,513,513,0,292,221,4,England,120.0
89,89,89,89,163,DJS Dottin,Batter,1679,81.11111111,2070,53,1209,1496,428,428,0,165,263,4,West Indies,31.67924528
90,90,90,90,166,DJ Hussey,Batter,1672,87.44769874,1912,19,694,791,545,545,0,381,164,1,Australia,88.0
91,91,91,91,168,AT Rayudu,Batter,1637,76.38824078,2143,3,128,124,575,575,0,356,219,3,India,545.6666667
92,92,92,92,169,RK Paudel,Batter,1629,73.24640288,2224,10,238,346,65,65,0,33,32,5,Nepal,162.9
93,93,93,93,171,HT Tector,Batter,1622,83.99792853,1931,2,149,148,163,163,0,59,104,0,Ireland,811.0
94,94,94,94,172,DJ Mitchell,Batter,1616,96.5929468,1673,13,293,315,431,431,0,224,207,0,New Zealand,124.3076923
95,95,95,95,175,MD Gunathilaka,Batter,1592,83.83359663,1899,8,375,405,507,507,0,236,271,2,Sri Lanka,199.0
96,96,96,96,176,OA Shah,Batter,1579,80.43810494,1963,7,184,199,502,502,0,287,215,2,England,225.5714286
97,97,97,97,177,NJ Astle,Batter,1571,75.60153994,2078,8,346,404,434,434,0,225,209,5,New Zealand,196.375
98,98,98,98,181,JDS Neesham,Batter,1508,98.04941482,1538,71,2573,2512,439,439,0,228,211,1,New Zealand,21.23943662
99,99,99,99,182,CK Kapugedera,Batter,1505,69.77283264,2157,2,226,271,510,510,0,237,273,1,Sri Lanka,752.5
100,100,100,100,184,MP Stoinis,Batter,1489,91.80024661,1622,48,2067,2073,543,543,0,381,162,1,Australia,31.02083333
101,101,101,101,186,NE Bolton,Batter,1443,69.7438376,2069,2,37,30,516,516,0,360,156,6,Australia,721.5
102,102,102,102,187,CL Tryon,Batter,1440,107.1428571,1344,40,1445,1914,464,464,0,285,179,4,South Africa,36.0
103,103,103,103,191,DJ Malan,Batter,1418,94.28191489,1504,1,17,15,519,519,0,295,224,4,England,1418.0
104,104,104,104,195,Javeria Khan,Batter,1408,61.51157711,2289,8,271,299,463,463,0,223,240,2,Pakistan,176.0
105,105,105,105,198,Rohan Mustafa,Batter,1401,61.96373286,2261,87,2654,3508,99,99,0,34,65,4,United Arab Emirates,16.10344828
106,106,106,106,201,MP Vaughan,Batter,1382,65.25023607,2118,9,429,522,509,509,0,291,218,2,England,153.5555556
107,107,107,107,202,Jatinder Singh,Batter,1356,71.36842105,1900,1,37,43,52,52,0,27,25,2,Oman,1356.0
108,108,108,108,203,GH Lewis,Batter,1348,65.9813999,2043,8,373,390,162,162,0,58,104,2,Ireland,168.5
109,109,109,109,204,JR Hopes,Batter,1326,92.33983287,1436,73,2414,3132,545,545,0,381,164,2,Australia,18.16438356
110,110,110,110,206,KM Jadhav,Batter,1318,100.841622,1307,28,1005,1173,576,576,0,357,219,3,India,47.07142857
111,111,111,111,209,S Matsikenyeri,Batter,1309,66.51422764,1968,15,563,687,266,266,0,64,202,0,Zimbabwe,87.26666667
112,112,112,112,210,MA Leask,Batter,1306,111.3384484,1173,64,1789,2184,101,101,0,54,47,3,Scotland,20.40625
113,113,113,113,212,Mashrafe Mortaza,Batter,1304,81.04412679,1609,227,7441,8756,343,343,0,134,209,9,Bangladesh,5.744493392
114,114,114,114,213,M van Lingen,Batter,1300,90.15256588,1442,2,65,76,55,55,0,26,29,4,Namibia,650.0
115,115,115,115,215,LPC Silva,Batter,1279,70.85872576,1805,1,34,44,496,496,0,231,265,1,Sri Lanka,1279.0
116,116,116,116,217,DR Smith,Batter,1261,88.18181818,1430,53,1888,2257,426,426,0,165,261,3,West Indies,23.79245283
117,117,117,117,218,Sabbir Rahman,Batter,1259,90.25089606,1395,3,337,289,335,335,0,132,203,0,Bangladesh,419.6666667
118,118,118,118,219,C Munro,Batter,1249,103.4797017,1207,9,483,563,439,439,0,228,211,0,New Zealand,138.7777778
119,119,119,119,220,JD Ryder,Batter,1242,95.98145286,1294,11,357,359,435,435,0,226,209,3,New Zealand,112.9090909
120,120,120,120,221,RR Rossouw,Batter,1239,92.39373602,1341,1,44,46,451,451,0,277,174,1,South Africa,1239.0
121,121,121,121,223,Imran Farhat,Batter,1232,64.5364065,1909,2,44,51,467,467,0,226,241,1,Pakistan,616.0
122,122,122,122,226,IK Pathan,Batter,1226,79.19896641,1548,156,4419,5050,563,563,0,348,215,5,India,7.858974359
123,123,123,123,229,Aliya Riaz,Batter,1207,63.66033755,1896,13,806,894,463,463,0,223,240,1,Pakistan,92.84615385
124,124,124,124,232,Vikramjit Singh,Batter,1190,70.33096927,1692,7,261,257,90,90,0,29,61,2,Netherlands,170.0
125,125,125,125,233,Mehedi Hasan Miraz,Batter,1188,78.36411609,1516,107,3511,4240,336,336,0,132,204,5,Bangladesh,11.10280374
126,126,126,126,234,K Bhurtel,Batter,1182,78.90520694,1498,12,292,361,65,65,0,33,32,3,Nepal,98.5
127,127,127,127,236,A Gardner,Batter,1175,100.5993151,1168,103,2068,3018,527,527,0,367,160,4,Australia,11.40776699
128,128,128,128,237,Nida Dar,Batter,1171,65.63901345,1784,62,2224,2917,463,463,0,223,240,2,Pakistan,18.88709677
129,129,129,129,238,SA Campbelle,Batter,1167,59.90759754,1948,4,130,195,420,420,0,163,257,1,West Indies,291.75
130,130,130,130,239,Nazmul Hossain Shanto,Batter,1165,79.95881949,1457,1,59,72,329,329,0,127,202,2,Bangladesh,1165.0
131,131,131,131,242,MD Shanaka,Batter,1153,87.54745634,1317,22,844,938,498,498,0,231,267,1,Sri Lanka,52.40909091
132,132,132,132,245,L Vincent,Batter,1089,68.36158192,1593,1,22,18,434,434,0,225,209,4,New Zealand,1089.0
133,133,133,133,246,F Behardien,Batter,1074,96.40933573,1114,12,694,716,463,463,0,284,179,1,South Africa,89.5
134,134,134,134,248,WW Hinds,Batter,1066,65.5596556,1626,22,515,626,424,424,0,164,260,1,West Indies,48.45454545
135,135,135,135,249,Aftab Ahmed,Batter,1061,73.12198484,1451,4,379,411,344,344,0,134,210,2,Bangladesh,265.25
136,136,136,136,250,CM Edwards,Batter,1054,71.99453552,1464,2,51,48,507,507,0,291,216,4,England,527.0
137,137,137,137,251,JI Rodrigues,Batter,1051,80.90839107,1299,5,13,39,578,578,0,359,219,2,India,210.2
138,138,138,138,254,MN Waller,Batter,1039,75.12653651,1383,9,497,580,261,261,0,62,199,1,Zimbabwe,115.4444444
139,139,139,139,255,RP Arnold,Batter,1039,69.68477532,1491,8,326,352,509,509,0,236,273,0,Sri Lanka,129.875
140,140,140,140,256,AD Russell,Batter,1034,128.447205,805,72,2235,2362,426,426,0,165,261,5,West Indies,14.36111111
141,141,141,141,257,Aarif Sheikh,Batter,1032,62.62135922,1648,8,589,762,65,65,0,33,32,2,Nepal,129.0
142,142,142,142,258,Junaid Siddique,Batter,1021,66.68843893,1531,77,2137,2575,99,99,0,34,65,0,United Arab Emirates,13.25974026
143,143,143,143,265,CJA Amini,Batter,952,61.61812298,1545,33,1298,1620,63,63,0,12,51,2,Papua New Guinea,28.84848485
